chromosome	start	end	core_start	core_end	fold	role	block_id	block_start	block_end	split_revision
V	7971722	9020298	7971722	9020298	3	train	V_block_3	7446410	9936778	six_chromosome_blocks_v1
V	8496010	9544586	8496010	9544586	3	train	V_block_3	7446410	9936778	six_chromosome_blocks_v1
V	8887178	9935754	8887178	9935754	3	train	V_block_3	7446410	9936778	six_chromosome_blocks_v1
X	335695	1384271	335695	1384271	3	train	X_block_1	334671	2300751	six_chromosome_blocks_v1
X	859983	1908559	859983	1908559	3	train	X_block_1	334671	2300751	six_chromosome_blocks_v1
X	1251151	2299727	1251151	2299727	3	train	X_block_1	334671	2300751	six_chromosome_blocks_v1
X	15419215	16467791	15419215	16467791	3	train	X_block_6	15418191	17384271	six_chromosome_blocks_v1
X	15943503	16992079	15943503	16992079	3	train	X_block_6	15418191	17384271	six_chromosome_blocks_v1
X	16334671	17383247	16334671	17383247	3	train	X_block_6	15418191	17384271	six_chromosome_blocks_v1
X	3352399	4400975	3352399	4400975	3	train	X_block_2	3351375	5317455	six_chromosome_blocks_v1
X	3876687	4925263	3876687	4925263	3	train	X_block_2	3351375	5317455	six_chromosome_blocks_v1
X	4267855	5316431	4267855	5316431	3	train	X_block_2	3351375	5317455	six_chromosome_blocks_v1
X	12402511	13451087	12402511	13451087	3	train	X_block_5	12401487	14367567	six_chromosome_blocks_v1
X	12926799	13975375	12926799	13975375	3	train	X_block_5	12401487	14367567	six_chromosome_blocks_v1
X	13317967	14366543	13317967	14366543	3	train	X_block_5	12401487	14367567	six_chromosome_blocks_v1
